origin,destination,distance,transport_mode,base_lead_time,chaos_severity,event_type,actual_travel_time
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Severe Weather,5.93
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Severe Weather,14.94
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.07
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Piracy Threat,14.63
WH_CHICAGO,WH_NY,1140,Road,2,9,Piracy Threat,5.08
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,6.03
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Severe Weather,9.66
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Congestion,1.75
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Port Strike,36.6
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Piracy Threat,3.41
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Equipment Failure,9.63
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Congestion,28.84
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Congestion,2.52
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Congestion,23.08
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Severe Weather,14.09
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,5,Port Strike,1.51
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Piracy Threat,7.2
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Equipment Failure,26.79
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Piracy Threat,16.79
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Equipment Failure,24.63
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Equipment Failure,12.56
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Severe Weather,13.92
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,10.84
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.42
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Equipment Failure,15.07
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Congestion,12.71
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Congestion,3.87
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Congestion,13.05
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Port Strike,24.04
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Equipment Failure,3.23
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Port Strike,9.52
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Congestion,24.7
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Piracy Threat,20.93
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,18.22
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Congestion,3.96
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Severe Weather,8.25
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.51
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.67
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Port Strike,24.44
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Severe Weather,1.45
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Equipment Failure,32.58
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Severe Weather,1.47
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Piracy Threat,4.32
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Equipment Failure,1.61
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Severe Weather,4.17
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Piracy Threat,28.97
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Port Strike,9.42
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.98
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.85
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.34
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Equipment Failure,13.09
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.61
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Severe Weather,9.33
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Piracy Threat,18.65
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Congestion,2.45
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Severe Weather,13.35
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Congestion,2.83
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Port Strike,32.05
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Congestion,9.88
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Piracy Threat,6.15
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Piracy Threat,8.67
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Congestion,4.13
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Equipment Failure,6.71
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Severe Weather,13.2
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Piracy Threat,2.08
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Port Strike,1.26
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Severe Weather,12.54
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,18.11
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Piracy Threat,26.04
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.59
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.35
WH_CHICAGO,WH_NY,1140,Road,2,1,Congestion,2.02
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Port Strike,11.01
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Port Strike,2.92
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Port Strike,4.93
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Equipment Failure,13.71
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Port Strike,3.31
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Port Strike,35.73
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.25
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Congestion,10.72
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Piracy Threat,34.64
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Congestion,9.17
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Port Strike,9.09
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Congestion,13.73
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Equipment Failure,17.83
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Congestion,16.95
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Piracy Threat,1.65
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Equipment Failure,24.86
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Equipment Failure,40.44
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Port Strike,3.51
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Equipment Failure,4.89
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Equipment Failure,15.05
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.87
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Piracy Threat,11.27
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Port Strike,34.06
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,20.17
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Congestion,56.2
PORT_SHANGHAI,PORT_LA,10500,Sea,14,9,Port Strike,34.16
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Equipment Failure,2.47
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Piracy Threat,4.8
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Severe Weather,1.58
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.85
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Port Strike,8.41
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Piracy Threat,24.91
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Severe Weather,3.56
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Severe Weather,38.06
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Congestion,2.27
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Port Strike,18.88
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Equipment Failure,23.53
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.26
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Port Strike,2.33
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.26
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Port Strike,31.52
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Port Strike,29.98
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Equipment Failure,13.91
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Port Strike,26.7
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Equipment Failure,45.4
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Severe Weather,14.16
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Severe Weather,3.85
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,8.88
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Severe Weather,10.55
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Severe Weather,4.08
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Congestion,4.86
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,12.77
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Port Strike,1.46
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Congestion,3.44
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Port Strike,27.2
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,4.31
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Piracy Threat,7.23
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Port Strike,1.63
WH_CHICAGO,WH_NY,1140,Road,2,6,Severe Weather,4.9
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.12
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Severe Weather,17.94
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Severe Weather,2.92
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Port Strike,8.98
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Severe Weather,55.27
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Congestion,54.61
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.83
WH_CHICAGO,WH_NY,1140,Road,2,7,Congestion,4.09
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Equipment Failure,28.35
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Congestion,13.71
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.86
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Congestion,11.72
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,5.62
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Piracy Threat,2.12
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Severe Weather,17.26
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Equipment Failure,3.0
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Severe Weather,9.42
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,16.31
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Severe Weather,4.08
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Port Strike,9.01
WH_CHICAGO,WH_NY,1140,Road,2,8,Piracy Threat,4.05
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,1.64
WH_CHICAGO,WH_NY,1140,Road,2,6,Severe Weather,4.24
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Congestion,21.76
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Port Strike,38.82
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Congestion,27.7
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Severe Weather,6.68
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.74
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Piracy Threat,56.61
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Congestion,8.36
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Port Strike,29.44
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Severe Weather,2.57
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Piracy Threat,3.92
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Congestion,41.94
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Congestion,3.37
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Severe Weather,2.11
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Severe Weather,15.73
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Severe Weather,7.9
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Port Strike,3.34
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Equipment Failure,1.9
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Congestion,2.49
WH_CHICAGO,WH_NY,1140,Road,2,7,Equipment Failure,4.92
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Piracy Threat,28.44
